SR no,feedback_id,feedback_text,overall_sentiment,entity,entity_type,entity_sentiment
1115,787,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, for minor outpatient biopsy, the appointment started late, one nurse was helpful while another seemed annoyed, nothing stood out as especially good or bad maybe I expected more",neutral,appointment,appointment,negative
1116,916,"at Summit Care Facility, nothing stood out as especially good or bad could just be bad luck",neutral,Summit Care Facility,facility,neutral
1117,94,"at Oakwood Surgical Institute, for minor outpatient biopsy, nurses changed shifts without notice, parking signs were unclear, everything important was handled professionally",neutral,Oakwood Surgical Institute,facility,neutral
1118,94,"at Oakwood Surgical Institute, for minor outpatient biopsy, nurses changed shifts without notice, parking signs were unclear, everything important was handled professionally",neutral,minor outpatient biopsy,surgery,neutral
1119,94,"at Oakwood Surgical Institute, for minor outpatient biopsy, nurses changed shifts without notice, parking signs were unclear, everything important was handled professionally",neutral,nursing staff,nurse,neutral
1120,94,"at Oakwood Surgical Institute, for minor outpatient biopsy, nurses changed shifts without notice, parking signs were unclear, everything important was handled professionally",neutral,parking,parking,negative
1121,166,"I met Dr. Marcus Lee, at Westbridge Medical Campus, for laparoscopic gallbladder removal, nurses changed shifts without notice, parking took longer than expected, the care made me feel comfortable despite small issues",positive,Dr. Marcus Lee,doctor,positive
1122,166,"I met Dr. Marcus Lee, at Westbridge Medical Campus, for laparoscopic gallbladder removal, nurses changed shifts without notice, parking took longer than expected, the care made me feel comfortable despite small issues",positive,Westbridge Medical Campus,facility,positive
1123,166,"I met Dr. Marcus Lee, at Westbridge Medical Campus, for laparoscopic gallbladder removal, nurses changed shifts without notice, parking took longer than expected, the care made me feel comfortable despite small issues",positive,laparoscopic gallbladder removal,surgery,positive
1124,166,"I met Dr. Marcus Lee, at Westbridge Medical Campus, for laparoscopic gallbladder removal, nurses changed shifts without notice, parking took longer than expected, the care made me feel comfortable despite small issues",positive,nursing staff,nurse,positive
1125,166,"I met Dr. Marcus Lee, at Westbridge Medical Campus, for laparoscopic gallbladder removal, nurses changed shifts without notice, parking took longer than expected, the care made me feel comfortable despite small issues",positive,parking,parking,negative
1126,92,"I met Dr. Marcus Lee, at Riverside Health Clinic, my appointment was rescheduled twice, nursing staff followed standard checks, the care made me feel comfortable despite small issues not sure why this happened",neutral,Dr. Marcus Lee,doctor,neutral
1127,92,"I met Dr. Marcus Lee, at Riverside Health Clinic, my appointment was rescheduled twice, nursing staff followed standard checks, the care made me feel comfortable despite small issues not sure why this happened",neutral,Riverside Health Clinic,facility,neutral
1128,92,"I met Dr. Marcus Lee, at Riverside Health Clinic, my appointment was rescheduled twice, nursing staff followed standard checks, the care made me feel comfortable despite small issues not sure why this happened",neutral,nursing staff,nurse,neutral
1129,92,"I met Dr. Marcus Lee, at Riverside Health Clinic, my appointment was rescheduled twice, nursing staff followed standard checks, the care made me feel comfortable despite small issues not sure why this happened",neutral,appointment,appointment,negative
1130,749,"I met Dr. Alan Moore, for laparoscopic gallbladder removal, the nurse explained the medication schedule, the experience was acceptable but unremarkable",neutral,Dr. Alan Moore,doctor,neutral
1131,749,"I met Dr. Alan Moore, for laparoscopic gallbladder removal, the nurse explained the medication schedule, the experience was acceptable but unremarkable",neutral,laparoscopic gallbladder removal,surgery,neutral
1132,749,"I met Dr. Alan Moore, for laparoscopic gallbladder removal, the nurse explained the medication schedule, the experience was acceptable but unremarkable",neutral,nursing staff,nurse,neutral
1133,844,"I met Dr. Marcus Lee, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, the nurse explained the medication schedule, it met basic expectations without much impression could just be bad luck",neutral,Dr. Marcus Lee,doctor,neutral
1134,844,"I met Dr. Marcus Lee, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, the nurse explained the medication schedule, it met basic expectations without much impression could just be bad luck",neutral,Greenfield Medical Center,facility,neutral
1135,844,"I met Dr. Marcus Lee, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, the nurse explained the medication schedule, it met basic expectations without much impression could just be bad luck",neutral,arthroscopic knee repair,surgery,neutral
1136,844,"I met Dr. Marcus Lee, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, the nurse explained the medication schedule, it met basic expectations without much impression could just be bad luck",neutral,nursing staff,nurse,neutral
1137,844,"I met Dr. Marcus Lee, at Greenfield Medical Center, for arthroscopic knee repair, the appointment process was smooth, the nurse explained the medication schedule, it met basic expectations without much impression could just be bad luck",neutral,appointment,appointment,positive
1138,516,"at Westbridge Medical Campus, for arthroscopic knee repair, the experience felt disorganized and poorly explained which contradicts what I was told earlier",negative,Westbridge Medical Campus,facility,negative
1139,516,"at Westbridge Medical Campus, for arthroscopic knee repair, the experience felt disorganized and poorly explained which contradicts what I was told earlier",negative,arthroscopic knee repair,surgery,negative
1140,267,"at Riverside Health Clinic, I had to park far from the entrance, the care made me feel comfortable despite small issues which contradicts what I was told earlier",negative,Riverside Health Clinic,facility,negative
1141,267,"at Riverside Health Clinic, I had to park far from the entrance, the care made me feel comfortable despite small issues which contradicts what I was told earlier",negative,parking,parking,negative
1142,896,"I met Dr. Steven Holt, at Oakwood Surgical Institute, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable",neutral,Dr. Steven Holt,doctor,neutral
1143,896,"I met Dr. Steven Holt, at Oakwood Surgical Institute, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable",neutral,Oakwood Surgical Institute,facility,neutral
1144,896,"I met Dr. Steven Holt, at Oakwood Surgical Institute, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable",neutral,nurse (individual),nurse,positive
1145,896,"I met Dr. Steven Holt, at Oakwood Surgical Institute, check in for the appointment was confusing, one nurse was helpful while another seemed annoyed, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
1146,782,"I met Dr. Hannah Brooks, the appointment process was smooth, parking took longer than expected, the experience was acceptable but unremarkable could just be bad luck",neutral,Dr. Hannah Brooks,doctor,neutral
1147,782,"I met Dr. Hannah Brooks, the appointment process was smooth, parking took longer than expected, the experience was acceptable but unremarkable could just be bad luck",neutral,appointment,appointment,positive
